	origin_source_name	origin_entity_id	tamr_id	address	DOB	billingNumber	customerID	email	firstName	lastName	name	phoneNum	city	gender	state	zip	streetAddress	last_purchase_date	sales	phone_number_extracted	state_descriptive	accountDate
16	U	1	-	65 Warbler Pass, Indianapolis, IN 46216	04/10/1991	5602245135552433152	1019180	aberry3j@gravatar.com	Allen	Berry	Allen Berry	1-(317)205-1272	Indianapolis	Male	IN	46216	65 Warbler Pass		456.63	13172051272		01/03/2014
17	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2793		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		602.48			
18	U	2	-	65 Warbler Pass, Indianapolis, IN 46216			2784		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		300.65	13172051272		
19	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2777		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		322.29			
20	G	1	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		111	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		609.95			
21	G	2	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		2777	a.berry@hotmail.com	Allyn 	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		476.35			
22	U	1	-	65 Warbler Pass, Indianapolis, IN 46216	04/10/1991	5602245135552433152	1019180	aberry3j@gravatar.com	Allen	Berry	Allen Berry	1-(317)205-1272	Indianapolis	Male	IN	46216	65 Warbler Pass		456.63	13172051272		01/03/2014
23	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2793		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		602.48			
24	U	2	-	65 Warbler Pass, Indianapolis, IN 46216			2784		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		300.65	13172051272		
25	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2777		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		322.29			
26	G	1	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		111	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		609.95			
27	U	5	1	65 Warblr Pas, Indianapolis, IN 46216			5459		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		415.31			
28	G	2	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		2777	a.berry@hotmail.com	Allyn 	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		476.35			
29	U	1	-	65 Warbler Pass, Indianapolis, IN 46216	04/10/1991	5602245135552433152	1019180	aberry3j@gravatar.com	Allen	Berry	Allen Berry	1-(317)205-1272	Indianapolis	Male	IN	46216	65 Warbler Pass		456.63	13172051272		01/03/2014
30	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2793		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		602.48			
31	U	2	-	65 Warbler Pass, Indianapolis, IN 46216			2784		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		300.65	13172051272		
32	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2777		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		322.29			
33	G	1	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		111	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		609.95			
34	U	5	1	65 Warblr Pas, Indianapolis, IN 46216			5459		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		415.31			
35	U	1	5	65 Warbler Pass, Indianapolis, IN 46216			102		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		432.62	13172051272		
36	G	2	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		2777	a.berry@hotmail.com	Allyn 	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		476.35			
37	U	1	-	65 Warbler Pass, Indianapolis, IN 46216	04/10/1991	5602245135552433152	1019180	aberry3j@gravatar.com	Allen	Berry	Allen Berry	1-(317)205-1272	Indianapolis	Male	IN	46216	65 Warbler Pass		456.63	13172051272		01/03/2014
38	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2793		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		602.48			
39	U	2	-	65 Warbler Pass, Indianapolis, IN 46216			2784		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		300.65	13172051272		
40	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2777		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		322.29			
41	G	1	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		111	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		609.95			
42	U	5	1	65 Warblr Pas, Indianapolis, IN 46216			5459		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		415.31			
43	U	1	5	65 Warbler Pass, Indianapolis, IN 46216			102		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		432.62	13172051272		
44	U	1	7	65 Warblr Passage, Indianapolis, IN 46216			111		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Passage		405.55			
45	G	2	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		2777	a.berry@hotmail.com	Allyn 	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		476.35			
46	U	1	-	65 Warbler Pass, Indianapolis, IN 46216	04/10/1991	5602245135552433152	1019180	aberry3j@gravatar.com	Allen	Berry	Allen Berry	1-(317)205-1272	Indianapolis	Male	IN	46216	65 Warbler Pass		456.63	13172051272		01/03/2014
47	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2793		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		602.48			
48	U	2	-	65 Warbler Pass, Indianapolis, IN 46216			2784		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		300.65	13172051272		
49	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2777		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		322.29			
50	G	1	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		111	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		609.95			
51	U	5	1	65 Warblr Pas, Indianapolis, IN 46216			5459		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		415.31			
52	U	1	5	65 Warbler Pass, Indianapolis, IN 46216			102		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		432.62	13172051272		
53	U	1	7	65 Warblr Passage, Indianapolis, IN 46216			111		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Passage		405.55			
54	G	1	8	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		102	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		567.14	13172051272		
55	G	2	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		2777	a.berry@hotmail.com	Allyn 	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		476.35			
56	U	1	-	65 Warbler Pass, Indianapolis, IN 46216	04/10/1991	5602245135552433152	1019180	aberry3j@gravatar.com	Allen	Berry	Allen Berry	1-(317)205-1272	Indianapolis	Male	IN	46216	65 Warbler Pass		456.63	13172051272		01/03/2014
57	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2793		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		602.48			
58	U	2	-	65 Warbler Pass, Indianapolis, IN 46216			2784		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		300.65	13172051272		
59	U	2	-	65 Warblr Pas, Indianapolis, IN 46216			2777		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		322.29			
60	G	1	-	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		111	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		609.95			
61	U	5	1	65 Warblr Pas, Indianapolis, IN 46216			5459		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Pass		415.31			
62	U	1	5	65 Warbler Pass, Indianapolis, IN 46216			102		Alyn	Berry	Alyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		432.62	13172051272		
63	U	1	7	65 Warblr Passage, Indianapolis, IN 46216			111		Allyn	Berry	Allyn Berry		Indianapolis		IN	46216	65 Warbler Passage		405.55			
64	G	1	8	65 Warblr Pas, Indianapolis, IN 46216	4/10/91		102	aberry3j@gravatar.com	Allyn	Berry	Allyn Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass		567.14	13172051272		
65	A	2	9	65 Warbler Pass, Indianapolis, IN 46216		5602245135552433152	291139		Alan	Berry	Alan Berry	1-(317)205-1272	Indianapolis		IN	46216	65 Warbler Pass	01/03/2014	689.43	13172051272		
66	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
67	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
68	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
69	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
70	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
71	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
72	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
73	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
74	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
75	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
76	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
77	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
78	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
79	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
80	G	2	-	9 Aberg Trail, Phil, PA 19151	7/31/66		2779	dianne.arnie@gmail.com	Dianne 	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		421.35			
81	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
82	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
83	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
84	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
85	G	2	-	9 Aberg Trail, Phil, PA 19151	7/31/66		2779	dianne.arnie@gmail.com	Dianne 	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		421.35			
86	G	1	-	9 Aberg Trail, Phili, PA 19151	7/31/66		113	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		317.03			
87	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
88	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
89	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
90	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
91	G	2	-	9 Aberg Trail, Phil, PA 19151	7/31/66		2779	dianne.arnie@gmail.com	Dianne 	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		421.35			
92	G	1	-	9 Aberg Trail, Phili, PA 19151	7/31/66		113	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		317.03			
93	G	1	-	9 Aberg Trail, Phil, PA 19151	7/31/66		104	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		485.87			
94	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
95	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
96	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
97	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
98	G	2	-	9 Aberg Trail, Phil, PA 19151	7/31/66		2779	dianne.arnie@gmail.com	Dianne 	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		421.35			
99	G	1	-	9 Aberg Trail, Phili, PA 19151	7/31/66		113	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		317.03			
100	G	1	-	9 Aberg Trail, Phil, PA 19151	7/31/66		104	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		485.87			
101	U	2	4	9 Aberg Tl, Phil, PA 19151			2786		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		351.48			
102	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
103	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
104	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
105	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
106	G	2	-	9 Aberg Trail, Phil, PA 19151	7/31/66		2779	dianne.arnie@gmail.com	Dianne 	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		421.35			
107	G	1	-	9 Aberg Trail, Phili, PA 19151	7/31/66		113	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		317.03			
108	G	1	-	9 Aberg Trail, Phil, PA 19151	7/31/66		104	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		485.87			
109	U	2	4	9 Aberg Tl, Phil, PA 19151			2786		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		351.48			
110	U	2	5	9 Ahberg Trail, PA 19151			2795		Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Ahberg Trail		495.82			
111	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
112	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
113	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
114	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
115	G	2	-	9 Aberg Trail, Phil, PA 19151	7/31/66		2779	dianne.arnie@gmail.com	Dianne 	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		421.35			
116	G	1	-	9 Aberg Trail, Phili, PA 19151	7/31/66		113	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		317.03			
117	G	1	-	9 Aberg Trail, Phil, PA 19151	7/31/66		104	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		485.87			
118	U	2	4	9 Aberg Tl, Phil, PA 19151			2786		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		351.48			
119	U	2	5	9 Ahberg Trail, PA 19151			2795		Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Ahberg Trail		495.82			
120	U	1	5	9 Aberg Trail, Phili, PA 19151			113		Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		491.35			
121	U	1	-	9 Aberg Trail, Philadelphia, PA 19151	07/31/1966		1032567	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia	Female	PA	19151	9 Aberg Trail		456.84			09/01/2012
122	U	5	-	9 Aberg Trail, Phil, PA 19151			5461		Diana	Arny	Diana Arny		Philadelphia		PA	19151	9 Aberg Trail		589.28			
123	U	2	-	9 Aberg Trail, Phil, PA 19151			2779		Diane	Arnie	Diane Arnie		Philadelphia		PA	19151	9 Aberg Trail		319.6			
124	U	1	-	9 Aberg Tl, Phil, PA 19151			104		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		509.82			
125	G	2	-	9 Aberg Trail, Phil, PA 19151	7/31/66		2779	dianne.arnie@gmail.com	Dianne 	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		421.35			
126	G	1	-	9 Aberg Trail, Phili, PA 19151	7/31/66		113	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		317.03			
127	G	1	-	9 Aberg Trail, Phil, PA 19151	7/31/66		104	darnoldea@icio.us	Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		485.87			
128	U	2	4	9 Aberg Tl, Phil, PA 19151			2786		Diane	Arny	Diane Arny		Philadelphia		PA	19151	9 Aberg Trail		351.48			
129	U	2	5	9 Ahberg Trail, PA 19151			2795		Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Ahberg Trail		495.82			
130	U	1	5	9 Aberg Trail, Phili, PA 19151			113		Dianne	Arnie	Dianne Arnie		Philadelphia		PA	19151	9 Aberg Trail		491.35			
131	A	3	5	9 Aberg Trl., Philadelphia, PA 19151		67711223811915336	304526	darnoldea@icio.us	Deanna	Arnie	Deanna Arnie	1-(610)971-8852	Philadelphia		PA	19151	9 Aberg Trl.	09/01/2012	746.25	16109718852		
132	U	2	-	560 Packers Aly, Syracuse, NY 13210			2782		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		334.1			
133	U	2	-	560 Packers Aly, Syracuse, NY 13210			2782		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		334.1			
134	U	2	-	560 Packers Aly, Syracuse, NY 13210			2798		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		519.02			
135	U	2	-	560 Packers Aly, Syracuse, NY 13210			2782		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		334.1			
136	U	2	-	560 Packers Aly, Syracuse, NY 13210			2798		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		519.02			
137	U	5	-	560 Packers Aly, Syracuse, NY 13210			5464		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		308.38			
138	U	2	-	560 Packers Aly, Syracuse, NY 13210			2782		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		334.1			
139	U	2	-	560 Packers Aly, Syracuse, NY 13210			2798		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		519.02			
140	U	5	-	560 Packers Aly, Syracuse, NY 13210			5464		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		308.38			
141	G	1	-	560 Packers Aly, Syracuse, NY 13210	10/27/82		107	jcoleman9z@51.la	J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		669.9			
142	U	2	-	560 Packers Aly, Syracuse, NY 13210			2782		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		334.1			
143	U	2	-	560 Packers Aly, Syracuse, NY 13210			2798		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		519.02			
144	U	5	-	560 Packers Aly, Syracuse, NY 13210			5464		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		308.38			
145	G	1	-	560 Packers Aly, Syracuse, NY 13210	10/27/82		107	jcoleman9z@51.la	J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		669.9			
146	U	1	-	560 Packers Aly, Syracuse, NY 13210			116		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		625.87			
147	U	2	-	560 Packers Aly, Syracuse, NY 13210			2782		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		334.1			
148	U	2	-	560 Packers Aly, Syracuse, NY 13210			2798		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		519.02			
149	U	5	-	560 Packers Aly, Syracuse, NY 13210			5464		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		308.38			
150	G	1	-	560 Packers Aly, Syracuse, NY 13210	10/27/82		107	jcoleman9z@51.la	J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		669.9			
151	U	1	-	560 Packers Aly, Syracuse, NY 13210			116		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		625.87			
152	G	1	4	560 Packers Aly, Syracuse, NY 13210	10/27/82		116	jcoleman9z@51.la	J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		315.59			
153	U	2	-	560 Packers Aly, Syracuse, NY 13210			2782		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		334.1			
154	U	2	-	560 Packers Aly, Syracuse, NY 13210			2798		J	Coleman	J Coleman		Syracuse		NY	13210	560 Packers Aly		519.02			
