origin_source_name,origin_entity_id,tamr_id,Credentials,HCPCS_CODE,HCPCS_DESCRIPTION,GroupNPI,NPPES_Entity_Type,NPPES_NPI,TaxID,VendorName,Vendor_Street_Address,Provider_First_Name,Provider_Last_Name,Provider_Full_Name,VendorState,VendorZip,Provider_Street_Address_Line1,Provider_Street_Address_Line2,Provider_Type,Provider_Mailing_State,Provider_Mailing_Postal_Code,Provider_Mailing_City,Provider_Gender,Provider_Taxonomy_Code,Provider_Speciality_Type,NPPES_Provider_Organization_Name,Enrollment Status Effective Date,Payment,Last Update Date,VendorCity,Provider_Practice_Location_Address,Provider_Practice_Location_City_State,Networks,NPPES_Reference_NPI,NPPES_Reference_Entity_Type,NPPES_Reference_Provider_Last_Name,NPPES_Reference_Provider_First_Name,Provider Enumeration Date,NPPES_Reference_Mailing_Address,NPPES_Reference_Mailing_City,NPPES_Reference_Mailing_Postal_Code,NPPES_Practice_Location_Address,NPPES_Practice_Location_City,NPPES_Practice_Location_Postal_Code,NPPES_Practice_Location_State,NPPES_Reference_Mailing_State,NPPES_Provider_Enumeration_Date,NPPES_Last_Updated_Date,NPPES_Deactivated_Date,NPPES_Provider_Gender_Code,NPPES_Provider_Taxonomy_Code
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,426.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,323.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,268.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,297.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,511.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,309.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,469.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,304.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,316.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,418.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,344.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,459.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,256.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,395.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,361.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,464.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,352.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,396.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,451.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,501.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,544.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,508.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,547.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,395.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,494.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,512.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,289.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,362.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,434.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,505.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,456.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,599.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,293.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,340.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,511.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,561.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,523.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,493.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,591.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,B4034,Enteral and Parenteral Therapy,0123456A,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,01/12/09,321.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,,,,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,,454.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,,,,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,,402.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,,,,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,,411.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,,,,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,,321.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,,,,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,,382.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,,,,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,,373.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
P,4,-,MD,,,,,1013972538,,,,AZHAR,SHEIKH,AZHAR SHEIKH,,,"796, Main,St",,,MA,1720,Acton,M,,INTERNAL MEDICINE,,,517.0,,,,,,1013972538,1,SHEIKH,AZHAR,,1060 WILLIAM WAY NW,CLEVELAND,373124369,1060 WILLIAM WAY NW,CLEVELAND,373124369,TN,TN,04/18/2006,05/02/2016,,M,207R00000X
